David Kaiser,how the hippies saved physics: science  counterculture  and the quantum revival 
Douglas Century,ice: a memoir of gangster life and redemption  from south central to hollywood 
Erik Larson,in the garden of the beasts: love  terror  and an american family in hitler's berlin 
Tom Shone,in the rooms 
James Carroll,jerusalem  jerusalem: how the ancient city ignited our modern world 
Tina Rosenberg,join the club: how peer pressure can transform the world 
Kevin Henkes,junonia 
Will Allison,long drive home 
Tim Sandlin,lydia 
Jorge G Castaneda,manana forever?: mexico and the mexicans 
Sigmund Freud,Medical Muses: Hysteria in Nineteenth-Century Paris 
Xinran,Message From an Unknown Chinese Mother: Stories of Loss and Love 
Bharati Mukherjee,miss new india 
William D Cohan,money and power: how goldman sachs came to rule the world 
Winston Leonard Spencer Churchill,mr. chartwell 
George Plimpton,my korean deli: risking it all for a convenience store 
Francine Prose,my new american life 
Rikki Ducornet,netsuke 
Paula Fox,news from the world 
Geoff Dyer,otherwise known as the human condition: selected essays and reviews  1989-2010 
Ellen Willis,out of the vinyl deeps: ellen willis on rock music 
Anatol Lieven,pakistan: a hard country 
Bill James,popular crime: reflections on the celebration of violence 
Julian Barnes,pulse 
Richard White,railroaded: the transcontinentals and the making of modern america 
Robert Redford,robert redford: the biography 
Ward Just,rodin's debutante 
Gilbert Gottfried,rubber balls and liquor 
Edna O'Brien,saints and sinners: stories 
Lisa Scottoline,save me 
Francisco Goldman,say her name 
Jo Walton,among others 
Simon Schama,scribble  scribble  scribble: writing on politics  ice cream  churchill  and my mother 
Mary Beth Norton,separated by their sex: women in public and private in the colonial atlantic world 
Michael Hofmann,seven years 
Lynne Tillman,someday this will be funny 
Kate Atkinson,started early  took my dog 
Ann Patchett,state of wonder 
Dana Spiotta,stone arabia 
Roger Highfield,SuperCooperators: Altruism  Evolution  and Why We Need Each Other to Succeed 
Ann Packer,swim back to me 
Lynn Peril,Swimming in the Steno Pool: A Retro Guide to Making It in the Office 
Pete Hamill,tabloid city 
James B Stewart,tangled webs: how false statements are undermining america: from martha stewart to bernie madoff 
Tim Parks,teach us to sit still: a skeptic's search for health and healing 
Martin Creveld,Age of Airpower  The 
Mohamed ElBaradei,age of deception  the: nuclear diplomacy in treacherous times 
Harold Bloom,anatomy of influence  the: literature as a way of life 
Brian Walker,comics  the: the complete collection 
Orlando Figes,crimean war  the: a history 
Richard North Patterson,Devils Light  The 
Ellis Cose,end of anger  the: a new generation's take on race and rage 
Eli Pariser,filter bubble  the: what the internet is hiding from you 
Joshua Kendall,forgotten founding father  the 
Alexandra Robbins,geeks shall inherit the earth  the: popularity  quirk theory  and why outsiders thrive after high school 
David McCullough,greater journey  the: americans in paris 
John Gray,immortalization commission  the: science and the strange quest to cheat death 
James Gleick,information  the: a history. a theory. a flood 
Glen Duncan,last werewolf  the 
Tessa Hadley,london train  the 
Meghan O'Rourke,long goodbye  the 
Mary Gordon,love of my youth  the 
Alan M Turing,most human human  the: what talking with computers teaches us about what it means to be alive 
Francis Fukuyama,origins of political order  the: from prehuman times to the french revolution 
Laura Kasischke,space  in chains 
David K Shipler,rights of the people  the: how our search for safety invades our liberties 
David Mamet,secret knowledge  the: on the dismantling of american culture 
Graham Joyce,silent land  the 
David Brooks,social animal  the: the hidden sources of love  character  and achievement 
Paul Theroux,tao of travel  the: enlightenments from lives on the road 
Jonathan Coe,terrible privacy of maxwell sim  the 
Tea Obreht,tiger's wife  the 
Meg Wolitzer,uncoupling  the 
Marjorie Garber,use and abuse of literature  the 
Michael Parker,watery part of the world  the 
Eleanor Brown,weird sisters  the 
Jean Thompson,year we left home  the 
Melissa Coleman,this life is in your hands: one dream  sixty acres  and a family undone 
Jim Krusoe,toward you 
Monica Ali,untold story 
Haley Tanner,vaclav & lena 
Linda Grant,we had it so good 
McKay Jenkins,whats gotten into us?: staying healthy in a toxic world 
Richard Howard,When the World Spoke French 
Sheri Holman,witches on the road tonight 
Robert Jay Lifton,Witness to an Extreme Century: A Memoir 
Danzy Senna,you are free: stories 
Robert Lane Greene,you are what you speak: grammar grouches  language laws  and the politics of identity 
Jim Shepard,you think that's bad 
roam Victorian London,cheshire cheese cat  the 
Wei Hui,shanghai baby 
Ward Just,lowell limpett and two stories 
Mardi Mcconnochie,coldwater 
Duff Brenna,altar of the body  the 
Timothy A Westmoreland,good as any: stories 
Henning Boetius,phoenix  the 
Claude Simon,jardin des plantes  the 
Sebastian Faulks,on green dolphin street 
Joanna Torrey,he goes  she goes 
Kate Christensen,epicure's lament  the 
Louis De Bernieres,red dog 
Greg Bottoms,sentimental  heartbroken rednecks: stories 
Laura Esquivel,swift as desire 
John Colapinto,about the author 
Ann Pancake,given ground 
Hozy Rossi,appointment with il duce 
Bruce Olds,bucking the tiger 
Marlin Fitzwater,esther's  pillow 
Betool Khedairi,sky so close  a 
Kate Kennedy,end over end 
Carter Scholz,radiance 
Michel Quint,in our strange gardens 
Hugo Wilcken,execution  the 
David Adams Richards,mercy among the children 
Don J Synder,fallen angel 
Robert Littell,company  the: a novel of the cia 
Ted Heller,funnymen 
William Carpenter,wooden nickel  the 
Julia Whitty,tortoise for the queen of tonga  a 
Gail Godwin,evenings at five 
Jasper Fforde,eyre affair  the 
Brady Udall,miracle life of edgar mint  the 
Percival Everett,erasure 
Carl Hiaasen,basket case 
Shelley Jackson,melancholy of anatomy  the 
Amanda Craig,in a dark wood 
Gustaf Sobin,in pursuit of a vanishing star 
Alan Jenkins,short history of snakes  a: poems 
Ursula Hegi,hotel of the saints 
Mylene Dressler,deadwood beetle  the 
Susan Segal,aria 
John Smolens,cold 
Alexandra Styron,all the finest girls 
Steve Earle,doghouse roses: stories 
Robert Phillips,spinach days: poems 
Barbara Bean,dream house: stories 
Chimamanda Ngozi Adichie,purple hibiscus 
Sue Monk Kidd,secret life of bees  the 
Bill Flanagan,a & r 
Douglas Coupland,hey nostradamus! 
Neil Gaiman,american gods 
Kate Christensen,jeremy thrane 
Ross Macdonald,strangers in town 
Solomon Jones,pipe dream 
Steve Monroe,57  chicago 
Maxine Kumin,long marriage  the: poems 
Adrianne Harun,king of limbo  the: and other stories 
Michelle Richmond,girl in the fall-away dress  the: stories 
Graciela Limon,erased faces 
Julie Parsons,eager to please 
Karoly Pap,azarel 
Christine Lincoln,sap rising 
Hayden Carruth,doctor jazz 
Norman Green,shooting dr jack 
Ben Marcus,notable american women 
William Riviere,kate caterina 
Nicola Griffith,stay 
Scott Lasser,all i could get 
Campbell Mcgrath,florida poems 
John Grisham,skipping christmas 
Cees Nooteboom,all souls day 
Peter Plate,one foot off the gutter 
Morag Prunty,wild cats & colleens 
Rachel Hadas,indelible 
Gregg Easterbrook,here and now  the 
Brad Watson,heaven of mercury  the 
Arthur Bradford,dogwalker: stories 
Sandro Meallet,edgewater angels 
Dorothy Samuels,filthy rich 
Alexandra Marshall,court of common pleas  the 
Greg Williamson,errors in the script: poems 
Hugo Hamilton,sad bastard 
Doug Marlette,bridge  the 
Jack Pulaski,courting laura providencia 
Les Murray,conscious and verbal 
Kurban Said,girl from the golden horn  the: 
Jack Kelly,mobtown 
Brett Ellen Block,destination known 
Joyce Palmer,greenwichtown 
Christopher Reid,mermaids explained: poems 
Dashiell Hammett,crime stories and other writings 
Kinky Friedman,steppin' on a rainbow 
Elizabeth Mcgregor,ice child  the 
Diane Wakoski,butcher's apron  the 
Isabel Allende,portrait in sepia 
Kelly Armstrong,bitten 
Tony Hoagland,what narcissism means to me 
Jay Russell,brown harvest 
Guy Burt,hole  the 
Katherine Shonk,red passport  the 
William F Weld,stillwater 
Louise Gluck,seven ages  the 
Alexander Chee,edinburgh 
Julian Gough,juno & juliet 
Robert B Parker,gunman's rhapsody 
Katy Gardner,losing gemma 
Sharon Chmielarz,other mozart  the 
Heidi Jon Schmidt,darling? 
Elizabeth Searle,celebrities in disgrace 
Louis Menand,american studies 
Jennifer Ackerman,chance in the house of fate 
Witold Rybczynski,look of architecture  the 
Thomas Lynch,bodies in motion and at rest: essays 
Ned Rorem,ned rorem reader  a 
Gene Simmons,kiss and make-up 
Jan Morris,writer's house in wales  a 
Peter Martin,dog called perth  a: the true story of a beagle 
Sander L Gilman,fat boys: a slim book 
Howard Blum,brigade  the 
Arundhati Roy,power politics 
Leila Philip,family place  a 
Laurie Mylroie,study of revenge 
Sue Halpern,four wings and a prayer 
Bruce Feiler,walking the bible 
Evan S Connell,aztec treasure house  the 
Rachel Toor,admissions confidential 
James C Chatters,ancient encounters 
Mark C Ross,dangerous beauty 
Kirk Johnson,to the edge 
Ian Frazier,fish's eye  the 
Mike Dash,batavia's graveyard 
Andrew S Grove,swimming across: a memoir 
Robert Brustein,siege of the arts  the: collected writings  1994-2001 
Albert Murray,from the briarpatch file 
James Ruddick,death at the priory 
Jerome Charyn,sizzling chops and devilish spins 
Joe Queenan,balsamic dreams 
Tom Stanton,final season  the 
Hugh Brody,other side of eden  the 
Sebastian Junger,fire 
Nicholas A Basbanes,patience & fortitude 
Marsha Recknagel,if nights could talk: a family memoir 
Studs Turkel,will the circle be unbroken? 
Emily White,fast girls: teenage tribes and the myth of the slut 
Connie May Fowler,when katie wakes: a memoir 
William Grimes,my fine feathered friend 
Vivian Gornick,situation and the story  the 
Matteo Pericoli,manhattan unfurled 
Stanley Weintraub,silent night 
John Mortimer,summer of a dormouse  the 
Gail Godwin,heart 
Meghan Daum,my misspent youth: essays 
Da Chen,sounds of the river: a memoir 
Ron Powers,tom and huck don't live here anymore 
Leon Edel,visitable past  the 
Edwin Danson,drawing the line 
Barbara Holland,they went whistling 
Robert Benson,game  the 
Philip Roth,shop talk: a writer and his colleagues and their work 
David Shenk,forgetting  the: alzheimer's: portrait of an epidemic 
Nicholas Delbanco,countess of stanlein restored  the 
Emily Prager,wuhu diary 
Eric Foner,who owns history? 
Mary Wells Lawrence,big life in advertising  a 
Barbara Kingsolver,small wonder 
Michael Korda,making the list 
John Richardson,sacred monsters  sacred masters 
Kurt Thometz,life turns man up and down 
Japser Ridley,bloody mary's martyrs 
Robert Shogan,bad news 
Mike Royko,for the love of mike 
David Wallace,lost hollywood 
Tom Philpott,glory denied 
Maryse Conde,tales from the heart 
Stephen Alter,sacred waters 
David M Friedman,mind of its own  a: a cultural history of the penis 
Seth R Reice,silver lining  the 
Edward Fox,sacred geography 
Jay Atkinson,ice time: a tale of fathers  sons  and hometown heroes 
Kati Marton,hidden power 
Quincy Jones,q: the autobiography of quincy jones 
John Simon,dreamers of dreams: essays on poets and poetry 
John Emsley,nature's building blocks: an a-z guide to the elements 
Maya Angelou,SONG FLUNG UP TO HEAVEN  A 
Lisa Belkin,life's work: confessions of an unbalanced mom 
Eugene Richards,dorchester days 
Horst P Horst,horst portraits: 60 years of style 
James Sanders,celluloid skyline: new york and the movies 
Walker Evans,walker evans: cuba 
Shepard Sherbell,soviets: pictures from the end of the ussr 
Kurt C Schlichting,grand central terminal 
Tim Flannery,gap in nature  a: discovering the world's extinct animals 
Morris Dickstein,leopards in the temple 
Geoffrey Hill,orchards of syon  the 
Rafael Campo,landscape with human figure 
Ellen Bryant Voigt,shadow of heaven 
Bill Clinton,my life 
Patricia C,best shot in the west: the adventures of nat love 
Jacqueline K,little treasures: endearments from around the world 
Matt Tavares 40,Randy Riley's Really Big Hit 
Gail Carson Levine,stick is an excellent thing  a 
Grace Lin Knopf,picture the dead 
Jon J Muth Scholastic,picture the dead 
Gary Paulsen,picture the dead 
Jan Brett Putnam,picture the dead 
Maryrose Wood,picture the dead 
David Malouf,dream stuff: stories 
Lauren F Winner,girl meets god: on the path to a spiritual life 
Kevin Coyne,marching home 
Richard Preston,demon in the freezer  the: a true story 
Craig Ferguson,American on Purpose 
Caleb Crain,american sympathy 
David Liss,spectacle of corruption  a 
Elizabeth Nunez,boundaries 
Martin A Kur William G Bowen,elizabeth bowen: the enforced return 
Tom Barbash,last good chance  the 
Daniel Woodrell,winter‰Ûªs bone 
Helen Oyeyemi,Boy  Snow  Bird 
William Trevor,cheating at canasta 
Ira Berlin,making of african america  the: the four great migrations 
Gerald M Boyd,My Times in Black and White: Race and Power at The New York Times 
Helen Falconer,sky high 
Susannah Cahalan,brain on fire 
Jim Yardley,brave dragons 
Andrew J Bacevich,breach of trust 
Michelle Wildgen,Bread and Butter 
Eileen Pollack,Breaking and Entering 
Neal Bascomb,perfect mile  the 
Gert Hofmann,luck 
Tatyana Tolstaya,slynx  the 
Mark Slouka,Brewster 
Andrei Makine,a woman loved 
Brigid Pasulka,sun and other stars  the 
John Grisham,appeal  the 
Mario Livio,brilliant blunders 
Robert Baer,see no evil 
Mary Lefkowitz,greek gods  human lives 
Johnny Cash,Johnny Cash: The Biography 
Alice Elliott Dark,think of england 
